13	13	11	11	1	18	2	23	20	22	10	17	9	8	13	24	5	15	12	6	16	4	7	21	14	3	11	19
23	2	11	6	17	1	16	21	22	2	11	12	5	19	23	24	10	20	13	15	14	4	9	8	18	6	3	7
7	7	11	11	1	12	2	13	4	22	14	10	11	6	7	8	21	18	20	15	16	23	3	5	9	24	17	19
13	14	11	2	6	14	16	15	21	8	24	5	1	23	13	12	17	3	2	19	18	11	22	7	10	9	20	4
14	14	11	11	11	18	22	3	13	2	17	15	23	20	14	12	9	24	6	7	5	4	8	21	19	10	16	1
18	18	11	11	20	16	6	4	24	21	14	13	5	22	18	15	12	3	19	8	17	23	1	2	11	10	7	9
2	2	11	11	9	21	1	5	15	16	20	22	10	14	2	12	18	4	11	3	7	17	8	6	19	24	13	23
20	12	11	18	11	9	7	13	16	22	24	2	5	19	20	4	3	8	14	1	15	12	6	17	21	10	23	18
15	23	11	6	11	13	17	19	6	23	12	21	7	8	15	20	1	4	16	14	10	5	2	22	24	9	18	3
18	18	11	11	6	20	15	14	13	23	4	5	8	1	18	11	10	19	12	3	2	9	16	22	7	17	21	24
2	2	11	11	21	4	5	14	9	10	23	18	17	11	2	7	22	6	15	16	20	12	8	13	19	24	3	1
13	13	11	11	20	6	17	14	9	19	2	15	11	22	13	1	10	21	8	24	18	16	7	5	23	4	12	3
21	11	11	10	23	15	8	6	13	1	2	4	20	11	21	9	7	14	24	22	18	12	17	5	16	3	19	10
23	17	11	21	2	12	7	6	16	22	1	21	14	11	23	13	10	8	19	5	24	4	18	20	17	15	9	3
3	3	11	11	21	22	16	13	7	1	14	4	20	6	3	5	17	23	11	12	2	10	9	24	18	15	8	19
15	15	11	11	7	21	8	18	13	12	1	17	14	2	15	9	4	24	16	10	5	22	3	19	23	20	11	6
9	9	11	11	14	10	22	4	23	6	24	18	3	21	9	19	5	15	7	12	2	20	8	1	13	11	16	17
5	5	11	11	24	14	23	2	13	6	22	19	1	21	5	18	4	3	17	11	8	16	10	9	20	12	15	7
3	3	11	11	9	8	10	4	24	17	5	2	16	23	3	11	14	20	7	18	22	21	15	12	6	13	19	1
17	17	11	11	9	3	11	19	10	20	12	6	18	2	17	8	4	15	5	13	22	7	21	1	23	24	14	16
6	6	11	11	16	22	24	4	5	23	18	7	13	17	6	12	10	8	9	2	3	14	21	1	11	19	15	20
24	24	11	11	13	22	19	23	3	21	1	17	10	4	24	8	6	14	5	12	16	2	9	7	18	20	11	15
7	7	11	11	20	2	9	24	16	15	5	14	4	1	7	19	3	18	22	17	21	11	12	6	23	13	8	10
19	24	11	9	13	21	11	14	15	8	3	5	24	2	19	16	12	23	7	6	9	4	18	20	1	10	22	17
19	19	11	11	13	12	23	16	1	18	22	3	2	21	19	17	15	6	14	4	10	8	9	7	20	11	5	24
16	16	11	11	18	13	22	17	1	23	19	5	10	20	16	15	14	24	21	9	12	3	2	7	6	4	11	8
22	22	11	11	2	12	23	20	11	8	18	13	15	5	22	4	17	19	6	24	9	21	14	1	10	16	7	3
18	18	11	11	12	22	6	9	21	20	3	2	7	14	18	1	4	19	16	13	15	24	10	5	17	23	8	11
18	18	11	11	22	4	2	7	14	20	24	21	16	17	18	8	19	15	1	6	11	9	5	3	23	12	10	13
20	4	11	19	2	14	24	9	23	13	7	5	6	15	20	8	17	3	18	10	21	19	4	1	12	22	11	16
