subject 	task 	staircase 	trialNum 	stimulus 	monitorWidth 	monitorHeight 	stimHeight  	ISI 	SOA 	responseSpatialPos 	responseX 	responseY 	correctX 	correctY 	clickX 	clickY 	accuracy 	responsePosInStream 	correctPosInStream 	position0 	position1 	position2 	position3 	position4 	position5 	position6 	position7 	position8 	position9 	position10 	position11 	position12 	position13 	position14 	position15 	position16 	position17 	position18 	position19 	position20 	position21 	position22 	position23 	longFrames
autoTest 	 dot-jump 	 False 	 0 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 21 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 5.02640136157 	 2.90199417916 	 True 	 10 	 10 	7 	6 	15 	3 	16 	8 	24 	11 	5 	9 	21 	13 	22 	4 	14 	20 	12 	18 	19 	10 	17 	1 	23 	2 	0
autoTest 	 dot-jump 	 False 	 1 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 14 	 1.50218272469 	 -5.60622225078 	 1.50218272469 	 -5.60622225078 	 1.50218272469 	 -5.60622225078 	 True 	 10 	 10 	3 	7 	20 	23 	18 	10 	5 	24 	11 	17 	14 	22 	21 	4 	13 	16 	2 	8 	15 	1 	19 	6 	9 	12 	0
autoTest 	 dot-jump 	 False 	 2 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 10 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 -4.10403952609 	 True 	 10 	 10 	6 	4 	17 	21 	5 	11 	9 	22 	7 	16 	10 	15 	3 	14 	19 	8 	23 	1 	13 	12 	24 	18 	2 	20 	0
autoTest 	 dot-jump 	 False 	 3 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 24 	 1.50218272469 	 5.60622225078 	 1.50218272469 	 5.60622225078 	 1.50218272469 	 5.60622225078 	 True 	 10 	 10 	11 	5 	3 	17 	21 	20 	22 	15 	2 	10 	24 	9 	6 	4 	7 	23 	8 	19 	16 	14 	1 	13 	18 	12 	0
autoTest 	 dot-jump 	 False 	 4 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 6 	 -5.60622225078 	 1.50218272469 	 -5.60622225078 	 1.50218272469 	 -5.60622225078 	 1.50218272469 	 True 	 10 	 10 	7 	19 	8 	22 	17 	3 	24 	18 	1 	12 	6 	23 	15 	5 	13 	21 	9 	14 	16 	10 	11 	20 	2 	4 	0
autoTest 	 dot-jump 	 False 	 5 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 15 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 True 	 10 	 10 	8 	19 	5 	3 	22 	9 	13 	21 	16 	1 	15 	7 	11 	20 	10 	12 	18 	17 	14 	2 	4 	6 	23 	24 	0
autoTest 	 dot-jump 	 False 	 6 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 5 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 -5.02640136157 	 2.90199417916 	 True 	 10 	 10 	9 	21 	24 	22 	13 	11 	7 	16 	4 	10 	5 	19 	3 	1 	6 	8 	15 	20 	12 	17 	18 	2 	14 	23 	0
autoTest 	 dot-jump 	 False 	 7 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 12 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 -1.50218272469 	 -5.60622225078 	 True 	 10 	 10 	19 	8 	17 	3 	1 	9 	23 	20 	13 	4 	12 	7 	15 	18 	16 	5 	11 	24 	2 	21 	22 	6 	14 	10 	0
autoTest 	 dot-jump 	 False 	 8 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 3 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 -2.90199417916 	 5.02640136157 	 True 	 10 	 10 	9 	24 	7 	6 	10 	15 	20 	17 	2 	11 	3 	16 	23 	13 	22 	14 	5 	19 	1 	18 	8 	21 	4 	12 	0
autoTest 	 dot-jump 	 False 	 9 	 circle 	 1024 	 768 	 1.16079767166 	 44.445 	 66.667 	 19 	 5.80398835832 	 0.0 	 5.80398835832 	 0.0 	 5.80398835832 	 0.0 	 True 	 10 	 10 	6 	21 	15 	12 	3 	18 	4 	22 	24 	16 	19 	1 	20 	9 	5 	2 	10 	8 	14 	23 	13 	7 	17 	11 	0
